symbol,name,type
RGGAX,American Funds Global Growth Port R1,mf
LVMQX,Lord Abbett Calibrated Mid Cap Val R2,mf
RAEIX,ALPS Real Asset Income I,mf
JCAVX,JHFunds2 Capital Appreciation Value NAV,mf
AKRIX,Akre Focus Instl,mf
INFIX,Advisory Research MLP & Energy Income I,mf
PGVFX,Polaris Global Value,mf
PREOX,Perritt Ultra MicroCap,mf
VIGAX,Vanguard Growth Index Adm,mf
JIOSX,JPMorgan Intl Opp Sel,mf
AGAFX,American Century Global Allocation R,mf
JEMRX,JPMorgan Emerging Markets Debt R5,mf
DFUKX,DFA United Kingdom Small Company I,mf
JFFIX,Janus International Forty I,mf
OPABX,Oppenheimer Rochester PA Municipal B,mf
TVVIX,Transparent Value Large-Cap Value I,mf
CHIYX,Columbia High Yield Muni R4,mf
THCGX,Thornburg Core Growth A,mf
RREDX,Resource Real Estate Diversifie,mf
HQBCX,Hartford Quality Bond C,mf
ECDDX,Eaton Vance Multi-Strat Absolute Ret C,mf
TWIIX,Thomas White Emerging Markets I,mf
XKIOX,KKR Income Opportunities Fund,mf
VWLUX,Vanguard Long-Term Tax-Exempt Adm,mf
MGAFX,Praxis Genesis Growth A,mf
DGAGX,Dreyfus Appreciation Investor,mf
CAMOX,Cambiar Opportunity Inv,mf
POACX,PL Port Optimization Conservative C,mf
SSMVX,Wells Fargo Advantage Small Cap Val Inv,mf
TMCPX,Touchstone Mid Cap Y,mf
BCVAX,BlackRock CoRI 2015 Investor A,mf
MSPGX,MassMutual Select PIMCO Total Ret R4,mf
JIGFX,Janus Overseas I,mf
AROAX,American Century One Choice 2045 A,mf
NLSCX,Neuberger Berman Long Short C,mf
LTURX,Thornburg Limited Term US Government R3,mf
HYINX,Invesco High Yield Investor,mf
MPILX,MassMutual Premier Disciplined Value Adm,mf
QLMFIX,,mf
PRRSX,PIMCO Real Estate Real Return Strategy I,mf
JIMMX,JPMorgan Inflation Managed Bond R6,mf
CVOZX,Columbia Mid Cap Growth Opportunity Z,mf
DPREX,Delaware REIT A,mf
PAUDX,PIMCO All Asset All Authority D,mf
FZAPX,Fidelity Advisor Stock Sel All Cp Z,mf
CAYAX,American Century CA Hi-Yld Muni A,mf
DIVAX,AR Capital Dividend and Value A,mf
UBRLX,Undiscovered Mgrs Behavioral Growth Inst,mf
AYBLX,Pioneer Classic Balanced Y,mf
JGEIX,Aberdeen Global Select Opps Inc I,mf
XCEVX,Eaton Vance California Municipa,mf
AAMIFX,ADVISORS DIS TR 612 DIVIDEND IN,mf
CVCRX,Columbia Value and Restructuring R5,mf
PBHAX,Prudential High-Yield A,mf
CMCOX,CM Advisors Small Cap Value C,mf
NGGIX,Nuveen Tradewinds Global Flex Allc I,mf
ACSBX,Avenue Credit Strategies Institutional,mf
NAMFX,Virtus Multi-Sector Intermediate Bond A,mf
IHYIX,Voya High Yield Bond I,mf
FAUBX,Fidelity Advisor Utilities B,mf
FARCX,Nuveen Real Estate Securities I,mf
EMBTX,Empire Builder Tax-Free Bond Bldr,mf
CSHIX,Credit Suisse Floating Rate Hi Inc Instl,mf
BBISX,Sterling Capital Large Cap Val Divers I,mf
NECMX,Neiman Large Cap Value C,mf
FDCAX,Fidelity Capital Appreciation,mf
VFFVX,Vanguard Target Retirement 2055 Inv,mf
OPGSX,Oppenheimer Gold & Special Minerals A,mf
HGPAX,Pyxis Government Securities A,mf
OFACX,O'Shaughnessy All Cap Core C,mf
WCPIX,ProFunds UltraSector Mobile Telecom Inv,mf
MWTRX,Metropolitan West Total Return Bond M,mf
XGIMX,Templeton Global Income Fund In,mf
IMLAX,Transamerica Asset Allc Mod Gr A,mf
BMEAX,BlackRock US Opportunities Inv A,mf
FABTX,Fidelity Advisor Technology B,mf
PTDPX,Principal LifeTime 2040 R5,mf
PREFX,T. Rowe Price Tax-Efficient Equity,mf
JEHSX,JHVIT Health Sciences I,mf
WBLSX,Whitebox Market Neutral Equity Investor,mf
TWEMX,Thomas White Emerging Markets Investor,mf
XGCVX,Gabelli Convertible and Income ,mf
CSGYX,Columbia Small Cap Growth I Y,mf
FNMRX,Nuveen NM Municipal Bond I,mf
WBASX,Waddell & Reed Asset Strategy B,mf
CSIPTX,"Guggenheim Defined Portfolios, ",mf
IACAX,ING International Capital Appreciation A,mf
DFGFX,DFA Two-Year Global Fixed-Income I,mf
HSNSX,Hartford Strategic Income R4,mf
SQMBX,Deutsche Massachusetts Tax-Free B,mf
DSGCX,Dreyfus Select Managers Small Cap Gr C,mf
GTDBX,Invesco Developing Markets B,mf
AZNDX,AllianzGI Income & Growth D,mf
OLCPX,Old Mutual Large Cap Gr Z,mf
WFTZX,Wells Fargo Advantage Spclzd Tech Inv,mf
VRICX,Van Kampen 2050 Retirement Strategy C,mf
MSARX,Invesco American Value R,mf
FHLQLX,FIRST TRUST 1913 QUALITY OPPORT,mf
SPSAX,Sterling Capital Small Cap Val Divers A,mf
REASX,Russell US Core Equity I,mf
MEBYX,BMO TCH Emerging Markets Bond Y,mf
XETJX,Eaton Vance Risk-Managed Divers,mf
JCLOX,JHVIT Core Allocation Trust Ser I,mf
FSIGX,Fidelity Series Investment Grade Bond,mf
CNWFX,American Funds New World 529F,mf
NWEAX,Nationwide Destination 2015 A,mf
GSCCX,Goldman Sachs Commodity Strategy C,mf
ATWYX,AllianceBern Tx-Mgd Wlth Appr Strat Adv,mf
RRGCX,Deutsche Global Real Estate Secs C,mf
XSEAX,Claymore Shipping,mf
IEOHX,Voya Large Cap Growth Portfolio I,mf
IVCSX,Voya Small Company Portfolio I,mf
PSIBX,Putnam Diversified Income B,mf
NOCBX,Northern Core Bond,mf
INEGX,Columbia Equity Value B,mf
VKERIX,n Kampen 1105 Emerging Markets ,mf
OPMNX,Oppenheimer Main Street Mid Cap R,mf
IWPVX,Voya Global Perspectives W,mf
VQINX,Vantagepoint International T,mf
IIRGX,Voya Retirement Growth I,mf
FNBRLX,FIRST TRUST 2462 DYNAMIC GROWTH,mf
SCOAX,SEI Core Fixed Income A (SIIT),mf
FMDTX,Franklin MD Tax-Free Income A,mf
FBDIX,Franklin Biotechnology Discovery A,mf
SCIUX,Invesco Low Volatility Equity Yield R5,mf
XTRFX,Templeton Russia and East Europ,mf
XEOTX,Eaton Vance National Municipal ,mf
WHLYX,Great Lakes Disciplined Equity Y,mf
GTEAX,Gottex Endowment Strategy A,mf
HARLX,Harbor Target Retirement 2020 Inv,mf
FUSPX,Strategic Advisers US Opportunity II,mf
QFVIX,Pear Tree Polaris Foreign Value Instl,mf
JPAIX,JPMorgan Asia Equity Instl,mf
XNGBX,NUVEEN VIRGINIA DIVIDEND ADVANT,mf
ABNDX,American Funds Bond Fund of Amer A,mf
BFRIX,BlackRock Floating Rate Income Instl,mf
YAFIX,AMG Yacktman Focused Institutional,mf
PBEAX,Prudential Jennison Value A,mf
JEEFX,JHancock Enduring Equity C,mf
PTAMX,Principal LifeTime 2010 R3,mf
TPMIX,Thrivent Partner Mid Cap Value I,mf
PSDLX,Putnam Short Duration Income C,mf
MMUFX,MFS Utilities A,mf
HIVVX,Hansberger Instl International Value Adv,mf
PQIBX,PIMCO Dividend and Income Builder R,mf
FTCHX,Invesco Technology Investor,mf
ANYCX,AllianceBern Muni Income NY C,mf
AWAYX,AllianceBern Wealth Apprec Strat Ad,mf
FSTVX,Fidelity Spartan Total Mkt Idx Advtg,mf
OBLGX,Optimum Large Cap Growth B,mf
HWCAX,Hotchkis & Wiley Diversified Value A,mf
GRDRX,Goldman Sachs Retirement Str 2015 R,mf
FMRJMX,FIRST TRUST  2324 TARGET VIP AP,mf
ATNNX,AQR Tax-Managed Intl Momentum N,mf
PHSYX,Putnam Global Health Care Y,mf
TWUIX,American Century Ultra Instl,mf
MOSAX,MassMutual Select Overseas A,mf
BIPIX,ProFunds Biotechnology UltraSector Inv,mf
ICENX,ICON Energy S,mf
NMBKX,Nuveen Municipal Bond C,mf
ADTHTX,ADVISORS DIS TR 616 STR FOUNDAT,mf
MFEBX,MFS Value B,mf
DECRX,Delaware Large Cap Value R,mf
FHYVX,Franklin High Yield Tax-Free Inc Adv,mf
IJSIX,VY JPMorgan Small Cap Core Equity I,mf
NGFAX,AllianzGI US Managed Volatility Adminl,mf
ARBSX,American Century One Choice 2020 Instl,mf
LTBRX,AllianceBern 2005 Retirement Strat R,mf
PPLPX,PIMCO Intl StkPLUS AR Stra (Unhdgd) P,mf
PRGIX,T. Rowe Price Growth & Income,mf
TSCCX,Turner Spectrum C,mf
RCRAX,Pioneer Dynamic Credit A,mf
ADTITX,ADVISORS DIS TR 555 GLOBAL CLOS,mf
ARWOX,American Century One Choice 2030 C,mf
FIHBX,Federated Instl High Yield Bond Instl,mf
DDCIX,Delaware Large Cap Core Instl,mf
JWWFX,Janus Worldwide I,mf
FMNCX,Federated Municipal High Yield Adv C,mf
EMNAX,Virtus Dynamic AlphaSector A,mf
VKGIBX,VAN KAMPEN 1004 GLOBAL INFRASTR,mf
SMVTX,RidgeWorth Mid-Cap Value Equity I,mf
LAGWX,Lord Abbett Developing Growth A,mf
FCMAX,Fidelity Advisor California Muni Inc A,mf
KIFIX,Fifth Third Total Return Bond A,mf
JVLTX,JHancock Disciplined Value I2,mf
JSORX,JPMorgan Strategic Income Opps R5,mf
EACPX,Eaton Vance Tax-Managed Multi-Cap Gr A,mf
EVBAX,Eaton Vance Bond A,mf
GSVIX,GE Instl Small-Cap Equity Inv,mf
PRRDX,PIMCO Real Return D,mf
CBMAFX,GUGGENHEIM DEF 787 GUGGHENHEIM ,mf
RYEAX,Rydex Energy Adv,mf
DPRRX,Delaware REIT R,mf
PBYMX,Pioneer AMT-Free Municipal Y,mf
PAAIX,PIMCO All Asset Instl,mf
WBGIX,Wells Fargo Advantage WB Equity,mf
RERAX,American Funds Europacific Growth R1,mf
EMGNX,Wells Fargo Advantage Emerg Mkts Eq I,mf
WOBDX,JPMorgan Core Bond Select,mf
JRMSX,INTECH U.S. Core T,mf
FNJHX,Fidelity New Jersey Municipal Income,mf
HMTPX,Huntington Macro 100 Trust,mf
LMFAX,QS Legg Mason Target Retirement 2015 A,mf
VTSAX,Vanguard Total Stock Mkt Idx Adm,mf
HFFAX,Hartford Fundamental Growth A,mf
BCHYX,American Century CA Hi-Yld Muni Inv,mf
SPTBX,Wells Fargo Advantage DJ Target 2010 B,mf
PFRRX,PIMCO Foreign Bond (USD-Hedged) R,mf
VKIRIX,Insured Municipals Income Trust,mf
QMHIX,AQR Managed Futures Strategy HV I,mf
USMIX,USAA Extended Market Index,mf
RYFAX,Rydex Financial Services Adv,mf
DWGAX,American Funds Dvlpg Wld Gr&Inc; A,mf
HFICX,Hatteras Long/Short Debt C,mf
VWNFX,Vanguard Windsor II Inv,mf
SUVCX,Prudential Strategic Value C,mf
FFKEX,Fidelity Freedom K 2030,mf
IWRFX,Voya Russia W,mf
SRPFX,Salient Risk Parity I,mf
FARNX,Fidelity Event Driven Opportunities,mf
PGNBX,Putnam International Value B,mf
IEMFX,T. Rowe Price Instl Emerging Mkts Eq,mf
PTDIX,Principal LifeTime 2040 Instl,mf
WAICX,Waddell & Reed International Gr C,mf
TLVEX,Turner Quantitative Large Cap Value Inv,mf
HFEAX,Henderson European Focus A,mf
MPEGX,Morgan Stanley Inst Mid Cap Growth I,mf
NRCFX,Natixis AEW Real Estate C,mf
CGMLX,COLUMBIA MODERATE GROWTH Z-MOD ,mf
FNMIX,Fidelity New Markets Income,mf
QCEQRX,,mf
CESLHX,CLAYMORE SEC DEF PFT SRS 447-CL,mf
CGNZX,Columbia Global Infl-Lnkd Bd Pls Z,mf
TBFAX,Thrivent Government Bond A,mf
VKQUEX,Investors Quality Tax-Exempt Tr,mf
TMLCX,SEI Tax-Managed Large Cap A (SIMT),mf
FFFEX,Fidelity Freedom 2030,mf
PGETX,Putnam Global Energy R,mf
FIDCX,JHancock Financial Industries C,mf
SPXKX,Shelton S&P; 500 Index K,mf
PCSSX,Principal SAM Conservative Bal R1,mf
EUGKX,Shelton European Growth & Income K,mf
CCVRX,Calamos Convertible R,mf
IYDVX,Ivy Dividend Opportunities R,mf
PLWCX,PNC Multi Factor Small Cap Gr C,mf
BRUYX,Brookfield US Listed Real Estate Y,mf
FGRSTX,FIRST TRUST 2679 STRATEGIC INCO,mf
AQEBX,Columbia Large Core Quantitative B,mf
CLDAX,Calvert Long Term Income A,mf
ITIOX,Transamerica Inflation Opps I,mf
DIHSX,Transamerica Instl Asst Allc ShtInt Hrzn,mf
MNDCX,MFS New Discovery C,mf
XRNYX,BLACKROCK NEW YORK INVESTMENT Q,mf
PUTYX,Putnam Global Utilities Y,mf
TCLFX,TIAA-CREF Lifecycle 2025 Retirement,mf
GSCZX,GuideStone Funds Small Cap Equity Inv,mf
USSCX,USAA Science & Technology,mf
XGHYX,Prudential Global Short Duratio,mf
XJDDX,Nuveen Diversified Dividend and,mf
BJBHX,Aberdeen Global High Income A,mf
ILCCX,Voya Large Cap Growth C,mf
SILVX,Summit GI US Low Volatility Equity I,mf
ANAEX,Old Mutual Analytic A,mf
MVSTX,Wilmington Short-Term Corporate Bd Instl,mf
WCMHX,Waddell & Reed Muni Hi-Inc C,mf
NCBGX,New Covenant Balanced Growth,mf
ISFAX,Lord Abbett Multi-Asset Income A,mf
JUECX,JPMorgan US Equity C,mf
RIQBX,RS Investment Quality Bond B,mf
CSVFX,Columbia Global Dividend Opportunity Z,mf
FTNCBX,FIRST TRUST 2198 MUNICIPAL INCO,mf
QSCIX,Oppenheimer Small & Mid Cap Value I,mf
TEMMX,Templeton Emerging Markets Small Cap A,mf
JGDAX,INTECH Global Dividend A,mf
MWUIX,Metropolitan West Ultra Short Bond I,mf
FLDAX,Franklin Low Duration Total Return A,mf
TRARX,T. Rowe Price Target Retire 2005,mf
PKPPX,Principal MidCap Value III R2,mf
SIBSX, Ibbotson Balanced Fund Service,mf
SGHCX,Deutsche Global High Income C,mf
UGOFX,USAA Global Managed Volatility Instl,mf
PJORX,Prudential Jennison Equity Opp R,mf
DSCVX,Dreyfus Opportunistic Small Cap,mf
LALDX,Lord Abbett Short Duration Income A,mf
PINBX,Pinnacle Capital Management Balanced C,mf
RYGBX,Rydex Govt Long Bond 1.2x Strategy Inv,mf
GGGIX,GAMCO Global Growth I,mf
JAIBX,JHancock International Allocation B,mf
XACPX,Avenue Income Credit Strategies,mf
VKGYGX,"VAN KAMPEN SRS 996, GLOBAL 45 D",mf
XCENX,Center Coast MLP & Infrastructu,mf
FEDTX,Fidelity Advisor Emerg Mkts Discv T,mf
PHIGX,Putnam High Yield A,mf
NBPTX,Neuberger Berman Large Cap Value Tr,mf
RMCVX,Columbia Small/Mid Cap Value K,mf
RAFEX,American Funds AMCAP R4,mf
FMILX,Fidelity New Millennium,mf
AIBLX,Cavanal Hill Balanced I,mf
MACBX,MFS Conservative Allocation B,mf
MVPMX,Wilmington Pennsylvania Muni Bond Instl,mf
GQLOX,GMO Quality VI,mf
CWFIX,Chartwell Short Duration High Yield I,mf
VKQMIX,Quality Municipals Income Trust,mf
ORLRX,Pioneer Oak Ridge Large Cap Growth R,mf
EACVX,MFS Mid Cap Value 529A,mf
MHBNX,BMO Monegy High Yield Bond I,mf
HWLAX,Hotchkis & Wiley Large Cap Value A,mf
FRSLX,Nuveen Mid Cap Growth Opps A,mf
TISEX,TIAA-CREF Small-Cap Equity Instl,mf
CRUPX,Cedar Ridge Unconstrained Credit Inv,mf
TSALX,TIAA-CREF Lifestyle Aggressive Gr Retail,mf
POAGX,PRIMECAP Odyssey Aggressive Growth,mf
HACCX,Harbor Target Retirement 2045 Instl,mf
RISCX,Royce European Smaller-Companies Svc,mf
FIVQX,Fidelity Advisor International Value I,mf
WITIX,Wells Fargo Advantage Interm T/AmtF Inst,mf
MISSX,MFS MS Municipal Bond A,mf
HLATX,Hartford Global All-Asset R5,mf
HGHIX,Hartford Healthcare I,mf
DPRIX,Dreyfus Worldwide Growth Y,mf
WMMCX,TETON Westwood Mighty Mites C,mf
VBNYX,Invesco NY Tax Free Inc B,mf
POVSX,Putnam International Equity A,mf
MIDLX,MFS International New Discovery R5,mf
JGRTX,Janus Enterprise S,mf
XPMAX,Pioneer Municipal High Income A,mf
RSNYX,RS Global Natural Resources Y,mf
GLBDX,Invesco Global Div Gr Secs Y,mf
PRISX,T. Rowe Price Financial Services,mf
HQIYX,Hartford Equity Income Y,mf
PSBSX,Principal SmallCap Blend R4,mf
MDHRX,MainStay Short Duration High Yield R2,mf
BGFAX,UBS Asset Growth A,mf
GIGAX,Aberdeen International Equity A,mf
DPMYX,Dreyfus Connecticut Y,mf
PTNYX,PIMCO RealRetirement 2015 A,mf
FBSOX,Fidelity Select IT Services Portfolio,mf
PXOHX,Putnam OH Tax Exempt Income A,mf
NECIX,ING Emerging Countries I,mf
MSUMX,BlackRock US Mortgage Portfolio Instl,mf
SDVGX,Sit Dividend Growth I,mf
MPYEX,Meritage Yield-Focus Equity Investor,mf
RLDAX,RS Low Duration Bond A,mf
NSGIX,Nuveen Symphony Large-Cap Growth I,mf
MSOHX,Morgan Stanley Inst Limited Dur H,mf
SOPIX,ProFunds Short NASDAQ-100 Inv,mf
JDBAX,Janus Balanced A,mf
OTCFX,T. Rowe Price Small-Cap Stock,mf
PROAX,Probabilities A,mf
XFSDX,First Trust High Income Long/Sh,mf
ATMCX,PIMCO Unconstrained Tax Managed Bd C,mf
IMRSX,ING UBS US Large Cap Equity Port S,mf
GTAGX,Invesco Mid Cap Core Equity A,mf
FSHCX,Fidelity Select Medical Delivery Port,mf
FNJNVX,FIRST TRUST 1287 NEW JERSEY MUN,mf
KRFCX,DWS Target 2012 A,mf
LTSGX,Principal LifeTime 2015 R1,mf
WMSIX,Wilmington Small-Cap Strategy Instl,mf
FXIFX,Fidelity Freedom Index 2030,mf
ADTPQX,ADVISORS DIS TR 652 PREFERRED I,mf
FWERYX,FIRST TRUST 2408 WORLDWIDE ECON,mf
UWPIX,ProFunds UltraShort Dow 30 Inv,mf
MSAVX,Invesco American Value A,mf
NQCCX,Nuveen NWQ Large-Cap Value C,mf
MLTCX,MFS Lifetime 2030 C,mf
XFIVX,BlackRock Fixed Income Value Op,mf
PTCSX,Principal LifeTime 2030 R4,mf
KDSIX,Deutsche Small Cap Value Institutional,mf
TVRVX,Third Avenue Real Estate Value Investor,mf
BOPCX,Sterling Capital Special Opps Eq C,mf
FSICX,Fidelity Strategic Income,mf
TCRIX,TIAA-CREF Lifecycle 2030 Instl,mf
WTTRX,Wells Fargo Advantage DJ Target 2035 R4,mf
LNJFX,Lord Abbett New Jersey Tax-Free F,mf
CUSIX,Cullen Small Cap Value I,mf
MBSYX,MassMutual Select Strategic Bond Svc,mf
ADTENX,ADVISORS DIS TR 596 ENERGY OPPO,mf
AFBAX,FBR Balanced I,mf
ELSIX,Altegris Equity Long Short I,mf
JPCIX,JPMorgan Current Income Institutional,mf
BIBDX,BlackRock Global Dividend Instl,mf
FESGX,First Eagle Global C,mf
FTDGRX,FIRST TRUST 2182 INVESTMENT GRA,mf
JRIQX,JHancock Retirement Choices at 2050 R1,mf
JFEAX,JPMorgan International Val A,mf
PUEAX,Prudential International Real Estate A,mf
SRFFX,MFS Equity Opportunities R3,mf
NSTTX,Neuberger Berman Strategic Income Tr,mf
PPGRX,AllianzGI Focused Growth R,mf
HHGAX,Hancock Horizon Value A,mf
ZMNCX,Zacks Market Neutral C,mf
PRFEX,T. Rowe Price Instl Intl Growth Equity,mf
PSCPX,Principal SmallCap Value II P,mf
JICFX,JHancock International Core R4,mf
VKGPDX,Global Preferred Securities Ptf,mf
FMJEX,Strategic Advisers Multi-Manager 2035 N,mf
LRRAX,QS Legg Mason Strategic Real Return A,mf
ADRIX,Advance Capital I Retirement Inc Ret,mf
RDLFX,Columbia Large Growth Quantitative K,mf
UDPIX,ProFunds Ultra Dow 30 Inv,mf
QSMLX,AQR Small Cap Core Equity L,mf
VKPUTX,VAN KAMPEN 814 PREFERRED OPPORT,mf
WFGGX,Wells Fargo Advantage Growth Equity C,mf
DRIPX,The MP 63,mf
MXFAX,MainStay Floating Rate A,mf
SGRBX,QS Legg Mason Lifestyle Allocation 70% B,mf
FMRVX,Franklin Mutual Recovery Adv,mf
RYACX,Rydex Inverse NASDAQ-100 Strategy C,mf
CEPDNX,Claymore Sec Def 661 Closed-End,mf
HTPTX,Hartford Target Retirement 2050 R5,mf
EMICX,MFS Massachusetts Investors Gr Stk 529C,mf
ORYYX,Oppenheimer Rochester MD Municipal Y,mf
BCFAX,Brandes Credit Focus Yield A,mf
MVCJX,MFS Mid Cap Value R4,mf
FSGTX,Federated US Govt 1-3 Yr Y,mf
RCEYX,RS Large Cap Alpha Y,mf
LANSX,Lord Abbett Natl Tax-Free Income A,mf
AIVSX,American Funds Invmt Co of Amer A,mf
XENWX,Eaton Vance New York Municipal ,mf
HEFYX,Highland Energy MLP Y,mf
FSTYX,Federated Short-Term Income Y,mf
VSCGX,Vanguard LifeStrategy Cnsrv Gr Inv,mf
GUTEX,RS Tax-Exempt A,mf
DGHCX,AllianzGI Wellness D,mf
FRBRX,Franklin Biotechnology Discovery R6,mf
RPMIX,Royce Pennsylvania Mutual Instl,mf
JDFRX,Janus Flexible Bond R,mf
RYOAX,Rydex Biotechnology Adv,mf
CWBFX,American Funds Capital World Bond A,mf
NSVAX,Columbia Small Cap Value Fund II Z,mf
GABUX,Gabelli Utilities AAA,mf
IFFSX,VY DFA World Equity S,mf
DFEMX,DFA Emerging Markets I,mf
BRGPX,BlackRock Growth Prepared R,mf
CTVWX,Columbia Global Dividend Opportunity W,mf
QIVAX,Oppenheimer International Value A,mf
LMVAX,QS Legg Mason Target Retirement 2030 A,mf
ALYBX,Voya Capital Allocation B,mf
PZTRX,Prudential Global Total Return Z,mf
MMHIX,MainStay High Yield Municipal Bond I,mf
SLASX,Selected American Shares S,mf
MHORX,MFS Global High Yield R1,mf
XGGEX,Guggenheim Enhanced Equity Stra,mf
PONAX,PIMCO Income A,mf
LMEFX,QS Legg Mason Target Retirement 2035 FI,mf
MLVZX,MassMutual Select Large Cap Value I,mf
ETFOX,Stadion Tactical Growth I,mf
GFFFX,American Funds Growth Fund of Amer F2,mf
SFCIX,Wells Fargo Advantage CA Ltd-Term T/F A,mf
NVICX,Columbia International Value C,mf
NWCBX,Wells Fargo Advantage CO Tax-Free B,mf
JSVDX,Perkins Select Value D,mf
CISGX,Touchstone Sands Capital Inst Gr,mf
BIGEX,BlackRock US Government Bond Inv B1,mf
NINDX,Columbia Large Cap Index Z,mf
FTGBX,Fifth Third Small Cap Growth Inv B,mf
GLDEX,Great Lakes Disciplined Equity Investor,mf
PEQQX,PIMCO EqS Emerging Markets P,mf
SALVX,Schroder Multi Asset Growth Adv,mf
GHAAX,Van Eck Global Hard Assets A,mf
CCNCX,Compass EMP Cmdty Strats Enh Vltl Wtd C,mf
VEUPX,Vanguard European Stock Index Instl Plus,mf
LSSCX,Loomis Sayles Small Cap Value Instl,mf
PBNCX,PACE Strategic Fixed Income C,mf
MLRTX,MainStay Large Cap Growth R2,mf
TACTX,FundX Tactical Upgrader,mf
VKGHDX,VAN KAMPEN 1130 GLOBAL HIGH DIV,mf
MIMCX,McDonnell Intermediate Municipal Bd C,mf
PYMCX,PIMCO High Yield Municipal Bond C,mf
GMBAX,Columbia AMT-Free MA Interm Muni Bd T,mf
AUIRX,AllianceBern Equity Income R,mf
NITEX,Idaho Tax-Exempt,mf
LIEFX,Laudus Mondrian Intl Equity Select,mf
PBFBX,Prudential Asset Allocation B,mf
SHYTX,Deutsche Strategic High Yld Tx-Fr S,mf
BIAWX,Brown Advisory Sustainable Growth Inv,mf
IBGEX,Voya Global Equity Dividend B,mf
PAGRX,Permanent Portfolio Aggressive Growth,mf
VKBNCX,Build America Bonds Income Trus,mf
BSCCX,Sterling Capital SC Interm Tax-Free C,mf
PSRPX,PIMCO Senior Floating Rate P,mf
JAASX,JHancock Alternative Asset Allocation R4,mf
POICX,Virtus Tactical Allocation C,mf
FCIHX,American Indep US Infl-Idx C,mf
RFTDX,Ranger Quest for Income and Growth Inv,mf
NGQAX,Neuberger Berman Global Equity A,mf
POGRX,PRIMECAP Odyssey Growth,mf
AUYRX,Aberdeen High Yield R,mf
DFUSX,DFA US Large Company I,mf
PCSRX,PIMCO Commodity Real Ret Strat R,mf
CNLIX,CNI Charter Large Cap Value Eq Servicing,mf
MTSMX,BNY Mellon Tx Snstv Lg Cp Mlt-Strat M,mf
GIFFX,Invesco Growth and Income R6,mf
CAAAX,Calvert Aggressive Allocation A,mf
TCWCX,Templeton China World C,mf
PAIPX,PIMCO Short Asset Investment P,mf
TLVIX,Thrivent Large Cap Value I,mf
NBDCX,Nationwide Inv Dest Mod Cnsrv B,mf
NWJDX,Nationwide Ziegler NYSEArcaTech100 C,mf
DEUCX,Delaware US Growth C,mf
UNECX,Waddell & Reed New Concepts A,mf
JREOX,JHancock Retirement Choices at 2025 1,mf
MSDAX,Wells Fargo Advantage Sh Dur Govt Bd A,mf
WRSYX,Waddell & Reed Small Cap Y,mf
NHMUX,New Hampshire Municipal,mf
HCKAX,Hartford Checks and Balances A,mf
PBDIX,T. Rowe Price U.S. Bond Enhanced Index,mf
FIIAX,Fidelity Advisor Mid Cap II A,mf
LBMGX,Thrivent Mid Cap Growth A,mf
AMPBX,American Funds AMCAP B,mf
PHLCX,Prudential Jennison Health Sciences C,mf
LACBX,Columbia Acorn B,mf
FUSTSX,FIRST TRUST PORTFOLIOS US TREAS,mf
NFJIX,AllianzGI NFJ International Val II Instl,mf
MCYHX,BlackRock High Yield Municipal Inv C,mf
DODGX,Dodge & Cox Stock,mf
OSTFX,Osterweis,mf
USSTX,USAA Tax Exempt Short-Term,mf
WFDNX,WELLS FARGO DOW JONES 2025 FUND,mf
FBBLX,EquiTrust Blue Chip B,mf
VRLIX,Stone Ridge U.S. Variance Risk ,mf
VRGWX,Vanguard Russell 1000 Growth Index I,mf
HIOCX,Hartford International Opportunities C,mf
ZLSIX,Ziegler Strategic Income Instl,mf
ADTGLX,Advisors Dis tr 319 GNMA Advant,mf
AAMHEX,ADVISORS DIS TR 599 HEALTH CARE,mf
HLIPX,JPMorgan Core Plus Bond Select,mf
ABHAX,American Beacon High Yld Bd A,mf
RTSSX,Russell Tax-Managed US Mid & Sm Cap S,mf
TXRCX,JPMorgan Tax Aware Real Return C,mf
PDBAX,Prudential Total Return Bond A,mf
NAESX,Vanguard Small Cap Index Inv,mf
PTSRX,PIMCO Short-Term R,mf
VKQTFX,Quality Municipals Income Trust,mf
FGRMEX,First Trust GNMA Reinvestment I,mf
PQSAX,Virtus Quality Small-Cap A,mf
JNVSX,Jensen Quality Value J,mf
FOITX,Franklin OH Tax-Free Inc C,mf
FSJHX,Fidelity Advisor Stock Sel All Cp T,mf
BIIBX,BlackRock Intl Bond Inv B,mf
ATSNX,AQR Tax-Managed Sm Cap Momentum N,mf
BTRYX,BMO Target Retirement 2010 Y,mf
MXLBX,Fifth Third All Cap Value Inv B,mf
ROTCX,AlphaCentric Asset Rotation C,mf
VIGIX,Vanguard Growth Index I,mf
PMLAX,PIMCO Municipal Bond A,mf
USERX,US Global Investors Gld & Prec Mtls,mf
LSBDX,Loomis Sayles Bond Instl,mf
RTIYX,Select International Equity Y,mf
HICSX,Harbor Convertible Securities Investor,mf
ASTFX,American Funds Shrt-Term Tx-Exmpt Bd F2,mf
PHICX,Prudential Municipal Hi-Inc C,mf
RYTFX,Royce Total Return Svc,mf
PGRWX,Putnam Fund for Growth & Income A,mf
BAFHX,Brown Advisory WMC Strat Eurp Eq Instl,mf
MEDRX,Kinetics Medical No Load,mf
MYHAX,MainStay High Yield Opportunities A,mf
NMFIX,Northern Multi-Mgr Glbl Listed Infra,mf
ZDPFWX,,mf
